accepted_writes,avg_convergence_time,avg_judge_latency,avg_read_latency,avg_stale_version_gap,avg_visibility_lag,avg_write_latency,bus_latency,cache_hit_rate,cache_hits,cache_misses,conflict_checks,contested_ratio,contested_writes,deterministic_profile,duration,fallback_count,invalidations,judge,judge_mode,judge_provider_breakdown,llm_failure_categories,max_stale_version_gap,monotonic_read_violations,num_agents,num_artifacts,operations,p95_stale_version_gap,protocol,read_latency_p50,read_latency_p95,read_latency_p99,read_your_writes_checks,read_your_writes_success_rate,read_your_writes_successes,reason_code_counts,regime,run_error,run_status,scale,seed,stale_read_rate,stale_reads,sync_requests,total_events,write_latency_p50,write_latency_p95,write_latency_p99
3,0.0,,4.4,2.0,4.0,4.0,4,0.4,10,15,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},2,0,5,7,28,2.0,mesi,5.0,8.0,8.0,1,0.0,0,{},low,,ok,medium,17,0.04,1,0,57,5.0,5.0,5.0
2,0.0,,2.642857142857143,1.0,1.5,1.5,1,0.21428571428571427,3,11,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},1,0,5,7,16,1.0,mesi,2.0,5.0,5.0,0,0.0,0,{},low,,ok,medium,29,0.14285714285714285,2,0,34,1.0,2.0,2.0
2,0.0,,3.4285714285714284,1.0,2.0,2.0,2,0.21428571428571427,3,11,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},1,0,5,7,16,1.0,mesi,3.0,6.0,6.0,0,0.0,0,{},low,,ok,medium,29,0.14285714285714285,2,0,34,1.0,3.0,3.0
2,0.0,,5.0,1.0,3.0,3.0,4,0.21428571428571427,3,11,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},1,0,5,7,16,1.0,mesi,5.0,8.0,8.0,0,0.0,0,{},low,,ok,medium,29,0.14285714285714285,2,0,34,1.0,5.0,5.0
10,14.612244897959183,,2.1904761904761907,1.0,1.5555555555555556,1.5555555555555556,1,0.23809523809523808,10,32,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,52,1.0,mesi,2.0,5.0,5.0,3,0.6666666666666666,2,{},low,,ok,large,7,0.19047619047619047,8,0,112,2.0,2.0,2.0
10,18.2,,2.857142857142857,1.1428571428571428,2.176470588235294,2.176470588235294,2,0.2857142857142857,12,30,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},2,0,8,12,52,1.0,mesi,3.0,6.0,6.0,3,0.6666666666666666,2,{},low,,ok,large,7,0.16666666666666666,7,0,111,3.0,3.0,3.0
10,16.4375,,4.571428571428571,1.0,3.2222222222222223,3.2222222222222223,4,0.21428571428571427,9,33,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,52,1.0,mesi,5.0,8.0,8.0,3,0.6666666666666666,2,{},low,,ok,large,7,0.21428571428571427,9,0,112,5.0,5.0,5.0
4,0.0,,2.4893617021276597,1.0,1.5714285714285714,1.5714285714285714,1,0.23404255319148937,11,36,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,51,1.0,mesi,2.0,5.0,5.0,0,0.0,0,{},low,,ok,large,17,0.06382978723404255,3,0,105,2.0,2.0,2.0
4,0.0,,3.297872340425532,1.0,2.142857142857143,2.142857142857143,2,0.2127659574468085,10,37,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,51,1.0,mesi,3.0,6.0,6.0,0,0.0,0,{},low,,ok,large,17,0.06382978723404255,3,0,105,3.0,3.0,3.0
4,0.0,,4.872340425531915,1.0,3.2857142857142856,3.2857142857142856,4,0.2127659574468085,10,37,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,51,1.0,mesi,5.0,8.0,8.0,0,0.0,0,{},low,,ok,large,17,0.06382978723404255,3,0,105,5.0,5.0,5.0
5,44.0,,2.875,1.0,1.8333333333333333,1.8333333333333333,1,0.20833333333333334,5,19,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,29,1.0,mesi,2.0,5.0,5.0,0,0.0,0,{},low,,ok,large,29,0.041666666666666664,1,0,59,2.0,2.0,2.0
5,43.0,,3.6666666666666665,1.0,2.6666666666666665,2.6666666666666665,2,0.20833333333333334,5,19,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,29,1.0,mesi,3.0,6.0,6.0,0,0.0,0,{},low,,ok,large,29,0.041666666666666664,1,0,59,3.0,3.0,3.0
5,41.0,,5.25,1.0,4.333333333333333,4.333333333333333,4,0.20833333333333334,5,19,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},1,0,8,12,29,1.0,mesi,5.0,8.0,8.0,0,0.0,0,{},low,,ok,large,29,0.041666666666666664,1,0,59,5.0,5.0,5.0
15,5.844444444444444,,1.7708333333333333,1.8,1.4074074074074074,1.4074074074074074,1,0.4166666666666667,20,28,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},4,0,3,4,63,2.0,mesi,2.0,2.0,5.0,15,0.3333333333333333,5,{},medium,,ok,small,7,0.3125,15,0,138,1.0,2.0,2.0
15,6.9,,2.5833333333333335,2.55,2.08,2.08,2,0.4583333333333333,22,26,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},6,2,3,4,63,6.0,mesi,3.0,6.0,6.0,15,0.13333333333333333,2,{},medium,,ok,small,7,0.4166666666666667,20,0,136,1.0,4.0,4.0
15,6.08,,4.604166666666667,2.764705882352941,3.6,3.6,4,0.2708333333333333,13,35,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},4,4,3,4,63,4.0,mesi,5.0,8.0,8.0,15,0.2,3,{},medium,,ok,small,7,0.3541666666666667,17,0,131,5.0,7.0,7.0
9,5.363636363636363,,2.242424242424242,2.0,1.411764705882353,1.411764705882353,1,0.42424242424242425,14,19,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},3,1,3,4,42,2.0,mesi,2.0,5.0,5.0,7,0.2857142857142857,2,{},medium,,ok,small,17,0.18181818181818182,6,0,92,1.0,2.0,2.0
9,6.217391304347826,,2.878787878787879,2.0,2.0,2.0,2,0.36363636363636365,12,21,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},3,1,3,4,42,2.0,mesi,3.0,6.0,6.0,7,0.42857142857142855,3,{},medium,,ok,small,17,0.24242424242424243,8,0,91,1.0,3.0,3.0
9,7.2727272727272725,,4.484848484848484,2.75,3.1333333333333333,3.1333333333333333,4,0.30303030303030304,10,23,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},4,1,3,4,42,4.0,mesi,5.0,8.0,8.0,7,0.2857142857142857,2,{},medium,,ok,small,17,0.24242424242424243,8,0,90,5.0,5.0,5.0
11,1.6666666666666667,,1.8541666666666667,1.3333333333333333,1.8571428571428572,1.8571428571428572,1,0.5208333333333334,25,23,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},2,2,3,4,59,1.0,mesi,1.0,5.0,5.0,8,0.125,1,{},medium,,ok,small,29,0.0625,3,0,121,2.0,2.0,2.0
11,7.076923076923077,,2.7291666666666665,2.0,2.0,2.0,2,0.375,18,30,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},4,0,3,4,59,2.0,mesi,3.0,6.0,6.0,8,0.25,2,{},medium,,ok,small,29,0.1875,9,0,123,1.0,3.0,3.0
11,7.636363636363637,,3.8541666666666665,2.1538461538461537,3.5294117647058822,3.5294117647058822,4,0.3958333333333333,19,29,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},3,3,3,4,59,3.0,mesi,5.0,8.0,8.0,8,0.125,1,{},medium,,ok,small,29,0.2708333333333333,13,0,124,5.0,6.0,6.0
9,13.972222222222221,,2.1739130434782608,1.0,1.588235294117647,1.588235294117647,1,0.30434782608695654,14,32,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},1,1,5,7,55,1.0,mesi,2.0,5.0,5.0,7,0.7142857142857143,5,{},medium,,ok,medium,7,0.17391304347826086,8,0,118,2.0,2.0,2.0
9,15.233333333333333,,2.739130434782609,1.625,2.2666666666666666,2.2666666666666666,2,0.3695652173913043,17,29,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},2,1,5,7,55,2.0,mesi,3.0,6.0,6.0,7,0.5714285714285714,4,{},medium,,ok,medium,7,0.17391304347826086,8,0,116,3.0,3.0,3.0
9,15.5,,4.173913043478261,1.0,3.3125,3.3125,4,0.32608695652173914,15,31,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},1,1,5,7,55,1.0,mesi,5.0,8.0,8.0,7,0.5714285714285714,4,{},medium,,ok,medium,7,0.15217391304347827,7,0,117,5.0,5.0,5.0
17,15.45,,2.1346153846153846,1.0909090909090908,1.5,1.5,1,0.3269230769230769,17,35,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},2,1,5,7,69,1.0,mesi,2.0,5.0,5.0,14,0.5714285714285714,8,{},medium,,ok,medium,17,0.21153846153846154,11,0,151,1.0,2.0,2.0
17,16.13888888888889,,2.6923076923076925,1.3,2.0344827586206895,2.0344827586206895,2,0.38461538461538464,20,32,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},3,1,5,7,69,2.0,mesi,3.0,6.0,6.0,14,0.5714285714285714,8,{},medium,,ok,medium,17,0.19230769230769232,10,0,150,3.0,3.0,3.0
17,17.354430379746834,,4.519230769230769,1.5,3.032258064516129,3.032258064516129,4,0.2692307692307692,14,38,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},3,0,5,7,69,3.0,mesi,5.0,8.0,8.0,14,0.5,7,{},medium,,ok,medium,17,0.4230769230769231,22,0,152,1.0,5.0,5.0
14,13.704918032786885,,2.1041666666666665,1.4444444444444444,1.5769230769230769,1.5769230769230769,1,0.3125,15,33,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},3,0,5,7,62,3.0,mesi,2.0,5.0,5.0,9,0.7777777777777778,7,{},medium,,ok,medium,29,0.1875,9,0,136,1.0,2.0,2.0
14,14.833333333333334,,2.8333333333333335,1.2307692307692308,2.12,2.12,2,0.2916666666666667,14,34,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},3,0,5,7,62,2.0,mesi,3.0,6.0,6.0,9,0.7777777777777778,7,{},medium,,ok,medium,29,0.2708333333333333,13,0,135,3.0,3.0,3.0
14,14.721311475409836,,4.3125,1.2727272727272727,3.32,3.32,4,0.2916666666666667,14,34,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},3,0,5,7,62,2.0,mesi,5.0,8.0,8.0,9,0.7777777777777778,7,{},medium,,ok,medium,29,0.22916666666666666,11,0,135,5.0,5.0,5.0
40,15.22265625,,2.309090909090909,1.1290322580645162,1.6,1.6,1,0.2545454545454545,28,82,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},2,1,8,12,150,2.0,mesi,2.0,5.0,5.0,30,0.7333333333333333,22,{},medium,,ok,large,7,0.2818181818181818,31,0,330,2.0,2.0,3.0
40,15.0187265917603,,2.827272727272727,1.1724137931034482,2.1971830985915495,2.1971830985915495,2,0.2909090909090909,32,78,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},2,1,8,12,150,2.0,mesi,3.0,6.0,6.0,30,0.7,21,{},medium,,ok,large,7,0.2636363636363636,29,0,331,3.0,3.0,4.0
40,16.807531380753137,,4.218181818181818,1.5384615384615385,3.343283582089552,3.343283582089552,4,0.3090909090909091,34,76,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},4,2,8,12,150,2.0,mesi,5.0,8.0,8.0,30,0.5,15,{},medium,,ok,large,7,0.35454545454545455,39,0,327,5.0,5.0,6.0
33,22.824489795918367,,2.1486486486486487,1.0833333333333333,1.5901639344262295,1.5901639344262295,1,0.14864864864864866,11,63,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},2,0,8,12,107,1.0,mesi,2.0,5.0,5.0,20,0.75,15,{},medium,,ok,large,17,0.32432432432432434,24,0,242,2.0,2.0,4.0
33,22.85542168674699,,3.054054054054054,1.04,2.1333333333333333,2.1333333333333333,2,0.12162162162162163,9,65,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},2,0,8,12,107,1.0,mesi,3.0,6.0,6.0,20,0.7,14,{},medium,,ok,large,17,0.33783783783783783,25,0,241,3.0,3.0,5.0
33,24.229166666666668,,4.702702702702703,1.1290322580645162,3.23728813559322,3.23728813559322,4,0.14864864864864866,11,63,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},3,0,8,12,107,2.0,mesi,5.0,8.0,8.0,20,0.7,14,{},medium,,ok,large,17,0.4189189189189189,31,0,240,5.0,5.0,7.0
26,18.333333333333332,,2.090909090909091,1.3214285714285714,1.68,1.68,1,0.29292929292929293,29,70,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},3,1,8,12,125,2.0,mesi,2.0,5.0,5.0,12,0.75,9,{},medium,,ok,large,29,0.2828282828282828,28,0,274,2.0,3.0,4.0
26,19.992248062015506,,2.8585858585858586,1.3,2.2244897959183674,2.2244897959183674,2,0.29292929292929293,29,70,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},3,1,8,12,125,2.0,mesi,3.0,6.0,6.0,12,0.5833333333333334,7,{},medium,,ok,large,29,0.30303030303030304,30,0,273,3.0,4.0,5.0
26,19.736842105263158,,4.01010101010101,1.2,3.2857142857142856,3.2857142857142856,4,0.3434343434343434,34,65,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},2,0,8,12,125,2.0,mesi,5.0,8.0,8.0,12,0.5,6,{},medium,,ok,large,29,0.30303030303030304,30,0,273,5.0,6.0,7.0
27,6.5,,1.7391304347826086,1.8421052631578947,1.5681818181818181,1.5681818181818181,1,0.5869565217391305,27,19,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},4,0,3,4,73,4.0,mesi,1.0,5.0,5.0,23,0.30434782608695654,7,{},high,,ok,small,7,0.41304347826086957,19,0,163,1.0,2.0,4.0
27,6.666666666666667,,2.282608695652174,1.7,2.0232558139534884,2.0232558139534884,2,0.5217391304347826,24,22,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},3,0,3,4,73,3.0,mesi,1.0,6.0,6.0,23,0.21739130434782608,5,{},high,,ok,small,7,0.43478260869565216,20,0,162,1.0,3.0,5.0
27,8.229508196721312,,3.260869565217391,1.9090909090909092,3.4651162790697674,3.4651162790697674,4,0.5434782608695652,25,21,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},3,0,3,4,73,3.0,mesi,1.0,8.0,8.0,23,0.2608695652173913,6,{},high,,ok,small,7,0.4782608695652174,22,0,162,5.0,7.0,8.0
73,5.639344262295082,,1.6985294117647058,2.282051282051282,1.735042735042735,1.735042735042735,1,0.5073529411764706,69,67,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},5,6,3,4,209,4.0,mesi,1.0,4.0,5.0,70,0.2571428571428571,18,{},high,,ok,small,17,0.5735294117647058,78,0,462,2.0,4.0,5.0
73,6.585635359116022,,2.6029411764705883,3.152941176470588,2.2695652173913046,2.2695652173913046,2,0.3602941176470588,49,87,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},9,4,3,4,209,7.0,mesi,3.0,6.0,6.0,71,0.19718309859154928,14,{},high,,ok,small,17,0.625,85,0,460,3.0,5.0,6.0
73,6.869565217391305,,3.9191176470588234,3.0186915887850465,3.2436974789915967,3.2436974789915967,4,0.3382352941176471,46,90,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},11,4,3,4,209,8.0,mesi,5.0,8.0,8.0,70,0.17142857142857143,12,{},high,,ok,small,17,0.7867647058823529,107,0,464,5.0,6.0,7.0
56,6.04375,,1.7622950819672132,2.727272727272727,1.6206896551724137,1.6206896551724137,1,0.4344262295081967,53,69,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},8,2,3,4,178,7.0,mesi,2.0,3.0,5.0,54,0.24074074074074073,13,{},high,,ok,small,29,0.45081967213114754,55,0,387,2.0,2.0,3.0
56,6.375,,2.360655737704918,2.5,2.2528735632183907,2.2528735632183907,2,0.4426229508196721,54,68,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},6,1,3,4,178,4.0,mesi,3.0,6.0,6.0,55,0.18181818181818182,10,{},high,,ok,small,29,0.5245901639344263,64,0,387,3.0,3.0,5.0
56,7.754838709677419,,3.5245901639344264,2.8289473684210527,3.4302325581395348,3.4302325581395348,4,0.4262295081967213,52,70,0,0.0,0,latest,40,0,0,deterministic_latest,deterministic,{},{},8,5,3,4,178,8.0,mesi,5.0,8.0,8.0,55,0.14545454545454545,8,{},high,,ok,small,29,0.6229508196721312,76,0,386,5.0,6.0,8.0
86,8.627494456762749,,1.9898477157360406,2.4065934065934065,1.5782312925170068,1.5782312925170068,1,0.2893401015228426,57,140,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},8,4,5,7,283,4.0,mesi,2.0,5.0,5.0,73,0.3150684931506849,23,{},high,,ok,medium,7,0.4619289340101523,91,0,627,2.0,2.0,2.0
86,9.237885462555067,,2.6802030456852792,2.641509433962264,2.2108843537414966,2.2108843537414966,2,0.30456852791878175,60,137,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},7,4,5,7,283,5.0,mesi,3.0,6.0,6.0,74,0.2972972972972973,22,{},high,,ok,medium,7,0.5380710659898477,106,0,627,3.0,4.0,6.0
86,11.14864864864865,,4.030456852791878,2.2525252525252526,3.183673469387755,3.183673469387755,4,0.350253807106599,69,128,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},11,5,5,7,283,5.0,mesi,5.0,8.0,8.0,76,0.2631578947368421,20,{},high,,ok,medium,7,0.5025380710659898,99,0,627,5.0,5.0,7.0
90,9.735042735042734,,1.7941176470588236,1.9770114942528736,1.5909090909090908,1.5909090909090908,1,0.36470588235294116,62,108,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},4,1,5,7,260,4.0,mesi,2.0,3.0,5.0,78,0.358974358974359,28,{},high,,ok,medium,17,0.5117647058823529,87,0,584,2.0,2.0,4.0
90,10.06832298136646,,2.5941176470588236,2.389473684210526,2.0377358490566038,2.0377358490566038,2,0.2823529411764706,48,122,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},10,1,5,7,260,9.0,mesi,3.0,4.0,6.0,78,0.358974358974359,28,{},high,,ok,medium,17,0.5588235294117647,95,0,589,1.0,3.0,5.0
90,11.203781512605042,,4.529411764705882,3.1238938053097347,3.0443037974683542,3.0443037974683542,4,0.2,34,136,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},16,2,5,7,260,16.0,mesi,5.0,8.0,8.0,80,0.3,24,{},high,,ok,medium,17,0.6647058823529411,113,0,588,1.0,5.0,7.0
49,12.566137566137566,,2.028985507246377,3.0,1.5060240963855422,1.5060240963855422,1,0.3333333333333333,23,46,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},7,4,5,7,118,7.0,mesi,2.0,5.0,5.0,33,0.7575757575757576,25,{},high,,ok,medium,29,0.3188405797101449,22,0,270,2.0,2.0,2.0
49,13.283422459893048,,2.971014492753623,1.8461538461538463,2.097560975609756,2.097560975609756,2,0.2753623188405797,19,50,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},4,1,5,7,118,3.0,mesi,3.0,6.0,6.0,34,0.5588235294117647,19,{},high,,ok,medium,29,0.37681159420289856,26,0,269,3.0,3.0,4.0
49,13.880829015544041,,4.318840579710145,2.193548387096774,3.261904761904762,3.261904761904762,4,0.30434782608695654,21,48,0,0.0,0,latest,65,0,0,deterministic_latest,deterministic,{},{},7,4,5,7,118,4.0,mesi,5.0,8.0,8.0,34,0.6176470588235294,21,{},high,,ok,medium,29,0.4492753623188406,31,0,271,5.0,5.0,6.0
160,8.836045056320401,,1.9570552147239264,2.1837837837837837,1.5392491467576792,1.5392491467576792,1,0.2147239263803681,70,256,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},8,1,8,12,486,5.0,mesi,2.0,4.0,5.0,133,0.42857142857142855,57,{},high,,ok,large,7,0.5674846625766872,185,0,1105,2.0,2.0,2.0
160,9.611076148521082,,2.7975460122699385,2.425531914893617,2.095890410958904,2.095890410958904,2,0.2147239263803681,70,256,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},13,2,8,12,486,6.0,mesi,3.0,6.0,6.0,133,0.38345864661654133,51,{},high,,ok,large,7,0.5766871165644172,188,0,1104,3.0,3.0,5.0
160,10.423366834170855,,4.3496932515337425,2.6439024390243904,3.1993127147766325,3.1993127147766325,4,0.2392638036809816,78,248,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},18,1,8,12,486,7.0,mesi,5.0,8.0,8.0,133,0.3233082706766917,43,{},high,,ok,large,7,0.6288343558282209,205,0,1103,5.0,5.0,8.0
170,12.533210332103321,,1.9523809523809523,1.8361581920903955,1.5143769968051117,1.5143769968051117,1,0.17777777777777778,56,259,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},13,1,8,12,485,5.0,mesi,2.0,3.0,5.0,136,0.4117647058823529,56,{},high,,ok,large,17,0.5619047619047619,177,0,1113,1.0,2.0,2.0
170,12.939729397293974,,2.6698412698412697,2.6030927835051547,2.040880503144654,2.040880503144654,2,0.23174603174603176,73,242,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},13,0,8,12,485,8.0,mesi,3.0,4.0,6.0,137,0.36496350364963503,50,{},high,,ok,large,17,0.6158730158730159,194,0,1118,3.0,3.0,3.0
170,14.2739898989899,,4.387301587301588,3.482587064676617,3.104761904761905,3.104761904761905,4,0.19682539682539682,62,253,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},15,2,8,12,485,12.0,mesi,5.0,7.0,8.0,141,0.3049645390070922,43,{},high,,ok,large,17,0.638095238095238,201,0,1115,5.0,5.0,5.0
117,10.283185840707965,,1.9594594594594594,2.076923076923077,1.5952380952380953,1.5952380952380953,1,0.24324324324324326,54,168,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},7,1,8,12,339,4.0,mesi,2.0,5.0,5.0,86,0.5697674418604651,49,{},high,,ok,large,29,0.4099099099099099,91,0,771,2.0,2.0,4.0
117,10.956473214285714,,2.8828828828828827,2.3043478260869565,2.1298076923076925,2.1298076923076925,2,0.1891891891891892,42,180,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},9,1,8,12,339,8.0,mesi,3.0,6.0,6.0,87,0.5287356321839081,46,{},high,,ok,large,29,0.5180180180180181,115,0,769,3.0,3.0,5.0
117,11.953757225433526,,4.427927927927928,2.1194029850746268,3.215311004784689,3.215311004784689,4,0.2072072072072072,46,176,0,0.0,0,latest,90,0,0,deterministic_latest,deterministic,{},{},8,2,8,12,339,5.0,mesi,5.0,8.0,8.0,87,0.4482758620689655,39,{},high,,ok,large,29,0.6036036036036037,134,0,770,5.0,5.0,7.0
0,6.0,,3.0,1.0,4.0,4.0,1,0.3333333333333333,4,8,2,0.0,0,latest,40,0,0,deterministic_latest,deterministic,"{""deterministic"": 2}",{},1,0,3,4,14,1.0,hybrid,4.0,4.0,4.0,1,0.0,0,"{""no_contradiction"": 2}",low,,ok,small,7,0.16666666666666666,2,0,30,4.0,4.0,4.0
0,15.333333333333334,,2.772727272727273,1.0,4.0,4.0,1,0.4090909090909091,9,13,5,0.0,0,latest,40,0,0,deterministic_latest,deterministic,"{""deterministic"": 5}",{},1,2,3,4,27,1.0,hybrid,4.0,4.0,4.0,3,0.3333333333333333,1,"{""no_contradiction"": 5}",low,,ok,small,17,0.2727272727272727,6,0,59,4.0,4.0,4.0
0,0.0,,2.875,1.0,4.0,4.0,1,0.375,3,5,2,0.0,0,latest,40,0,0,deterministic_latest,deterministic,"{""deterministic"": 2}",{},1,0,3,4,10,1.0,hybrid,4.0,4.0,4.0,1,1.0,1,"{""no_contradiction"": 2}",low,,ok,small,29,0.375,3,0,22,4.0,4.0,4.0
0,19.666666666666668,,2.8260869565217392,1.3333333333333333,4.0,4.0,1,0.391304347826087,9,14,3,0.0,0,latest,65,0,0,deterministic_latest,deterministic,"{""deterministic"": 3}",{},2,0,5,7,26,1.0,hybrid,4.0,4.0,4.0,3,0.6666666666666666,2,"{""no_contradiction"": 3}",low,,ok,medium,7,0.13043478260869565,3,0,55,4.0,4.0,4.0
0,15.0,,2.56,1.0,4.0,4.0,1,0.48,12,13,3,0.0,0,latest,65,0,0,deterministic_latest,deterministic,"{""deterministic"": 3}",{},1,1,5,7,28,1.0,hybrid,4.0,4.0,4.0,1,1.0,1,"{""no_contradiction"": 3}",low,,ok,medium,17,0.16,4,0,59,4.0,4.0,4.0
0,0.0,,3.357142857142857,1.0,4.0,4.0,1,0.21428571428571427,3,11,2,0.0,0,latest,65,0,0,deterministic_latest,deterministic,"{""deterministic"": 2}",{},1,0,5,7,16,1.0,hybrid,4.0,4.0,4.0,0,0.0,0,"{""no_contradiction"": 2}",low,,ok,medium,29,0.14285714285714285,2,0,34,4.0,4.0,4.0
0,15.0,,2.9285714285714284,1.0,4.0,4.0,1,0.35714285714285715,15,27,10,0.0,0,latest,90,0,0,deterministic_latest,deterministic,"{""deterministic"": 10}",{},1,0,8,12,52,1.0,hybrid,4.0,4.0,4.0,3,0.6666666666666666,2,"{""no_contradiction"": 10}",low,,ok,large,7,0.3333333333333333,14,0,114,4.0,4.0,4.0
0,40.333333333333336,,3.3617021276595747,0.0,4.0,4.0,1,0.2127659574468085,10,37,4,0.0,0,latest,90,0,0,deterministic_latest,deterministic,"{""deterministic"": 4}",{},0,0,8,12,51,0.0,hybrid,4.0,4.0,4.0,0,0.0,0,"{""no_contradiction"": 4}",low,,ok,large,17,0.0,0,0,106,4.0,4.0,4.0
0,42.0,,3.375,1.0,4.0,4.0,1,0.20833333333333334,5,19,5,0.0,0,latest,90,0,0,deterministic_latest,deterministic,"{""deterministic"": 5}",{},1,0,8,12,29,1.0,hybrid,4.0,4.0,4.0,0,0.0,0,"{""no_contradiction"": 5}",low,,ok,large,29,0.041666666666666664,1,0,63,4.0,4.0,4.0
0,6.695652173913044,,1.75,1.95,4.0,4.0,1,0.75,36,12,15,0.0,0,latest,40,0,0,deterministic_latest,deterministic,"{""deterministic"": 15}",{},5,1,3,4,63,4.0,hybrid,1.0,4.0,4.0,15,0.2,3,"{""no_contradiction"": 15}",medium,,ok,small,7,0.4166666666666667,20,0,141,4.0,4.0,4.0
0,10.285714285714286,,2.1818181818181817,2.375,4.0,4.0,1,0.6060606060606061,20,13,9,0.0,0,latest,40,0,0,deterministic_latest,deterministic,"{""deterministic"": 9}",{},4,2,3,4,42,4.0,hybrid,1.0,4.0,4.0,7,0.5714285714285714,4,"{""no_contradiction"": 9}",medium,,ok,small,17,0.24242424242424243,8,0,93,4.0,4.0,4.0
0,9.0,,2.0,1.2941176470588236,4.0,4.0,1,0.6666666666666666,32,16,11,0.0,0,latest,40,0,0,deterministic_latest,deterministic,"{""deterministic"": 11}",{},3,2,3,4,59,2.0,hybrid,1.0,4.0,4.0,7,0.2857142857142857,2,"{""no_contradiction"": 11}",medium,,ok,small,29,0.3541666666666667,17,0,129,4.0,4.0,4.0
