,avg_convergence_time_mean,avg_convergence_time_std,avg_judge_latency_mean,avg_judge_latency_std,avg_read_latency_mean,avg_read_latency_std,avg_stale_version_gap_mean,avg_stale_version_gap_std,avg_visibility_lag_mean,avg_visibility_lag_std,avg_write_latency_mean,avg_write_latency_std,cache_hit_rate_mean,cache_hit_rate_std,conflict_checks_mean,conflict_checks_std,contested_ratio_mean,contested_ratio_std,fallback_count_mean,fallback_count_std,judge,max_stale_version_gap_mean,max_stale_version_gap_std,monotonic_read_violations_mean,monotonic_read_violations_std,p95_stale_version_gap_mean,p95_stale_version_gap_std,protocol,read_latency_p95_mean,read_latency_p95_std,read_your_writes_success_rate_mean,read_your_writes_success_rate_std,regime,replicates,scale,stale_read_rate_mean,stale_read_rate_std,total_events_mean,total_events_std,write_latency_p95_mean,write_latency_p95_std
64,12.352700893007356,0.9261266672281652,1028.065845928939,47.85622610543094,1.603381498262514,0.1943120429114022,2.666534922049628,0.1592014616814059,4.0,0.0,4.0,0.0,0.7988728339124953,0.0647706809704673,75.0,18.45715759987617,0.0,0.0,5.0,2.449489742783178,llm_openai,9.0,2.449489742783178,4.333333333333333,2.494438257849294,7.666666666666667,2.494438257849294,hybrid,4.0,0.0,0.4811802752979223,0.1831326660525683,high,3,medium,0.5500606569413611,0.061658257040574,515.6666666666666,164.00474247885504,4.0,0.0
65,7.309501661129569,1.1501162965438931,1160.4213993014075,120.89593588868296,1.5972967590457423,0.148480287113953,2.499188258977856,0.1465051209769447,4.0,0.0,4.0,0.0,0.8009010803180859,0.0494934290379843,52.0,18.991226044325487,0.0,0.0,3.6666666666666665,0.4714045207910317,llm_openai,8.666666666666666,1.699673171197595,7.333333333333333,3.681787005729087,5.0,0.816496580927726,hybrid,4.0,0.0,0.2528180354267311,0.0224289666299261,high,3,small,0.4120547007113608,0.0651100070303127,358.6666666666667,135.18957882256393,4.0,0.0
66,32.44444444444444,12.353836810910904,1391.090609950182,444.12199966373424,3.221757852077001,0.207385177143381,0.6666666666666666,0.4714045207910317,4.0,0.0,4.0,0.0,0.2594140493076663,0.0691283923811269,6.333333333333333,2.6246692913372702,0.0,0.0,1.0,0.0,llm_openai,0.6666666666666666,0.4714045207910317,0.0,0.0,0.6666666666666666,0.4714045207910317,hybrid,4.0,0.0,0.2222222222222222,0.3142696805273544,low,3,large,0.125,0.1482927535004348,94.33333333333331,22.395436042987768,4.0,0.0
67,11.555555555555555,8.390176501623495,1007.3997245000202,68.31345656905562,2.9144099378881987,0.3313707847226571,1.1111111111111112,0.1571348402636772,4.0,0.0,4.0,0.0,0.3618633540372671,0.1104569282408857,2.6666666666666665,0.4714045207910317,0.0,0.0,0.0,0.0,llm_openai,1.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,1.0,0.0,hybrid,4.0,0.0,0.5555555555555556,0.415739709641549,low,3,medium,0.1444306418219461,0.0121211232728365,49.333333333333336,10.96458946893235,4.0,0.0
68,7.111111111111112,6.308919807368174,1929.6421821331023,1105.0802446377263,2.882575757575758,0.0929382132301915,1.0,0.0,4.0,0.0,4.0,0.0,0.3724747474747474,0.0309794044100638,3.0,1.4142135623730951,0.0,0.0,0.6666666666666666,0.4714045207910317,llm_openai,1.0,0.0,0.6666666666666666,0.9428090415820634,1.0,0.0,hybrid,4.0,0.0,0.4444444444444444,0.415739709641549,low,3,small,0.2714646464646464,0.085056413096461,37.0,15.895492023421818,4.0,0.0
69,23.633440972890515,5.818608749877496,1072.3091489391193,36.76849811574181,2.231422331422332,0.1195512364712386,1.9319073083778968,0.4357104993993838,4.0,0.0,4.0,0.0,0.5895258895258896,0.0398504121570795,33.0,5.715476066494082,0.0,0.0,2.0,0.816496580927726,llm_openai,5.333333333333333,1.247219128924647,1.0,0.816496580927726,4.0,0.816496580927726,hybrid,4.0,0.0,0.7576023391812865,0.0235411897168074,medium,3,large,0.4342979342979343,0.0663477101604334,287.6666666666667,38.852999312222416,4.0,0.0
70,16.40776182881446,0.8330961848851979,1067.6957333137696,79.04491274486938,2.216137123745819,0.1091273265126407,1.788888888888889,0.3467663674294941,4.0,0.0,4.0,0.0,0.5946209587513935,0.0363757755042136,13.333333333333334,3.2998316455372216,0.0,0.0,1.3333333333333333,0.9428090415820634,llm_openai,4.0,1.4142135623730951,0.3333333333333333,0.4714045207910317,3.6666666666666665,1.247219128924647,hybrid,4.0,0.0,0.7116402116402116,0.0551128747513218,medium,3,medium,0.2727842809364548,0.0403794361839068,137.33333333333334,14.704496666741852,4.0,0.0
71,8.660455486542443,1.4851721222610408,1026.167073723811,72.86766680786705,1.9772727272727275,0.1770200219022412,1.8730392156862743,0.4446113561051953,4.0,0.0,4.0,0.0,0.6742424242424242,0.0590066739674137,11.666666666666666,2.494438257849294,0.0,0.0,1.3333333333333333,1.247219128924647,llm_openai,4.0,0.816496580927726,1.6666666666666667,0.4714045207910317,3.333333333333333,0.9428090415820634,hybrid,4.0,0.0,0.3523809523809523,0.1587936381003149,medium,3,small,0.3377525252525252,0.0720748390227908,121.0,20.396078054371134,4.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,high,3,large,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,high,3,medium,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,high,3,small,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,low,3,large,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,low,3,medium,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,low,3,small,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,medium,3,large,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,medium,3,medium,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llm_openai,0.0,0.0,0.0,0.0,0.0,0.0,mesi,0.0,0.0,0.0,0.0,medium,3,small,0.0,0.0,0.0,0.0,0.0,0.0
135,14.679850910535585,2.0223947993814875,1196.926628717913,83.40682928384274,1.603332780633394,0.0357174791329549,3.21479166546947,0.2048365686230866,4.0,0.0,4.0,0.0,0.7988890731222019,0.0119058263776516,149.0,22.99275248130738,0.1531517094017094,0.0564115210457829,18.0,3.559026084010437,llm_openai,17.333333333333332,2.494438257849294,7.666666666666667,4.642796092394707,7.333333333333333,0.4714045207910317,strong,4.0,0.0,0.4596194503171247,0.0779747659515505,high,3,large,0.6144238015403659,0.0554764604781413,1022.3333333333334,160.7821161973212,4.0,0.0
136,12.352700893007356,0.9261266672281652,1078.107944312323,93.22441911742489,1.603381498262514,0.1943120429114022,2.666534922049628,0.1592014616814059,4.0,0.0,4.0,0.0,0.7988728339124953,0.0647706809704673,75.0,18.45715759987617,0.1804338272776811,0.0558734060453631,5.333333333333333,1.699673171197595,llm_openai,9.0,2.449489742783178,4.333333333333333,2.494438257849294,7.666666666666667,2.494438257849294,strong,4.0,0.0,0.4811802752979223,0.1831326660525683,high,3,medium,0.5500606569413611,0.061658257040574,515.6666666666666,164.00474247885504,4.0,0.0
137,7.309501661129569,1.1501162965438931,1094.2667046753709,51.11522260581084,1.5972967590457423,0.148480287113953,2.499188258977856,0.1465051209769447,4.0,0.0,4.0,0.0,0.8009010803180859,0.0494934290379843,52.0,18.991226044325487,0.3846005170206083,0.2310128697199137,5.333333333333333,3.2998316455372216,llm_openai,8.666666666666666,1.699673171197595,7.333333333333333,3.681787005729087,5.0,0.816496580927726,strong,4.0,0.0,0.2528180354267311,0.0224289666299261,high,3,small,0.4120547007113608,0.0651100070303127,358.6666666666667,135.18957882256393,4.0,0.0
138,32.44444444444444,12.353836810910904,1066.9357747834208,48.258909846547,3.221757852077001,0.207385177143381,0.6666666666666666,0.4714045207910317,4.0,0.0,4.0,0.0,0.2594140493076663,0.0691283923811269,6.333333333333333,2.6246692913372702,0.8,0.1632993161855452,1.0,0.0,llm_openai,0.6666666666666666,0.4714045207910317,0.0,0.0,0.6666666666666666,0.4714045207910317,strong,4.0,0.0,0.2222222222222222,0.3142696805273544,low,3,large,0.125,0.1482927535004348,94.33333333333331,22.395436042987768,4.0,0.0
139,11.555555555555555,8.390176501623495,1818.9533810558612,1154.7873975091572,2.9144099378881987,0.3313707847226571,1.1111111111111112,0.1571348402636772,4.0,0.0,4.0,0.0,0.3618633540372671,0.1104569282408857,2.6666666666666665,0.4714045207910317,0.7777777777777778,0.1571348402636772,0.6666666666666666,0.9428090415820634,llm_openai,1.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,1.0,0.0,strong,4.0,0.0,0.5555555555555556,0.415739709641549,low,3,medium,0.1444306418219461,0.0121211232728365,49.333333333333336,10.96458946893235,4.0,0.0
140,7.111111111111112,6.308919807368174,2701.174629400066,1597.6801256536935,2.882575757575758,0.0929382132301915,1.0,0.0,4.0,0.0,4.0,0.0,0.3724747474747474,0.0309794044100638,3.0,1.4142135623730951,0.7,0.2160246899469286,2.0,0.816496580927726,llm_openai,1.0,0.0,0.6666666666666666,0.9428090415820634,1.0,0.0,strong,4.0,0.0,0.4444444444444444,0.415739709641549,low,3,small,0.2714646464646464,0.085056413096461,37.0,15.895492023421818,4.0,0.0
141,23.633440972890515,5.818608749877496,1022.0041014967002,87.83248304921686,2.231422331422332,0.1195512364712386,1.9319073083778968,0.4357104993993838,4.0,0.0,4.0,0.0,0.5895258895258896,0.0398504121570795,33.0,5.715476066494082,0.3071095571095571,0.0463936812062823,1.0,0.816496580927726,llm_openai,5.333333333333333,1.247219128924647,1.0,0.816496580927726,4.0,0.816496580927726,strong,4.0,0.0,0.7576023391812865,0.0235411897168074,medium,3,large,0.4342979342979343,0.0663477101604334,287.6666666666667,38.852999312222416,4.0,0.0
142,16.40776182881446,0.8330961848851979,985.1426255427612,41.15997085458013,2.216137123745819,0.1091273265126407,1.788888888888889,0.3467663674294941,4.0,0.0,4.0,0.0,0.5946209587513935,0.0363757755042136,13.333333333333334,3.2998316455372216,0.4044506691565515,0.0360140077957077,0.3333333333333333,0.4714045207910317,llm_openai,4.0,1.4142135623730951,0.3333333333333333,0.4714045207910317,3.6666666666666665,1.247219128924647,strong,4.0,0.0,0.7116402116402116,0.0551128747513218,medium,3,medium,0.2727842809364548,0.0403794361839068,137.33333333333334,14.704496666741852,4.0,0.0
143,8.660455486542443,1.4851721222610408,1047.4639615965857,137.60160631337956,1.9772727272727275,0.1770200219022412,1.8730392156862743,0.4446113561051953,4.0,0.0,4.0,0.0,0.6742424242424242,0.0590066739674137,11.666666666666666,2.494438257849294,0.4026936026936027,0.0330446980374014,0.6666666666666666,0.4714045207910317,llm_openai,4.0,0.816496580927726,1.6666666666666667,0.4714045207910317,3.333333333333333,0.9428090415820634,strong,4.0,0.0,0.3523809523809523,0.1587936381003149,medium,3,small,0.3377525252525252,0.0720748390227908,121.0,20.396078054371134,4.0,0.0
